author,date,journal,link,section,summary,title
Joel Sherman,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249317.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Sherman%2C+Joel&pub=New+York+Post&edition=&startpage=44&desc=Buehrle+is+nearing+an+exit+HARDBALL,Sport,"If this really is the end for [Mark Buehrle], he was kind of the pitching Torii Hunter (who has retired) - above average and consistent for a long period. Buehrle also would join other very good starters who already have announced their retirement such as A.J.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Buehrle is nearing an exit HARDBALL
Paul Schwartz,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249984.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Schwartz%2C+Paul&pub=New+York+Post&edition=&startpage=43&desc=Failed+sequel+Putrid+defense+could+lead+to+Spagnuolo%27s+exit,Sport,"""It's not today, it's when you're alone at night with your own thoughts, by yourself,"" [Bill Parcells] said on ESPN, ""and there aren't any family members around, aren't any of your coaches to talk to or the players to think about and you're not positive what's next, that's when your mind wanders and you wonder what is next.  ""I challenge anybody to win as many games as he has in the last couple of years given the injuries and the given the roster,"" Shaun O'Hara said on NFL Network. ""To me, it's irresponsible to place everything on coach [Tom Coughlin].""  ""Tom Coughlin is a great coach and an even better man,"" [Ernie Accorsi] said. ""He has left his mark on this great franchise and his legacy of excellence is secure.""Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Failed sequel Putrid defense could lead to Spagnuolo's exit
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249987.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=43&desc=Sports+Shorts,Sport,"The Mets will dedicate a whole weekend this coming season to celebrating the 30th anniversary of their 1986 World Series championship. The Mets' three-game series May 27-29 against the Dodgers, a rematch of last year's thrilling NLDS, will serve as the backdrop for the festivities. The Mets, currently defending NL champs themselves, said they have invited all of the players, manager Davey Johnson and his coaches from the beloved '86 club, to participate in the pre-game, on-field ceremony on Saturday, May 28. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Sports Shorts
Larry Brooks,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249145.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Brooks%2C+Larry&pub=New+York+Post&edition=&startpage=42&desc=Kreider+avoids+ban%2C+but+cut+still+a+problem,Sport,"For not only was [Chris Kreider] pronounced ""doubtful"" by coach Alain Vigneault following Monday's practice in which No. 20 did not participate after suffering a hand laceration in the fracas with Brandon Pirri that ensued immediately following the check, the cap-strapped Blueshirts recalled winger Jayson Megna from AHL Hartford to be on hand for the morning skate.  ""Chris has a cut on [the top of] his hand that can't be stitched together because of where it is,"" Vigneault said of Kreider, who played one more shift in Florida following the scrap after serving four minutes in the box. ""He's day-to-day and doubtful for [Tuesday]."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","Kreider avoids ban, but cut still a problem"
Larry Brooks,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753248454.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Brooks%2C+Larry&pub=New+York+Post&edition=&startpage=42&desc=How+you+Drouin%3F+Rangers+exploring+market+for+Lightning+winger,Sport,"The Post has learned Blueshirts' GM Jeff Gorton and [Steve Yzerman] first talked about [Jonathan Drouin] when the Rangers were in Tampa for last Wednesday's 5-2 victory over the Lightning. That conversation preceded the public demand from the Drouin camp. Regardless of [Keith Yandle]'s value to the Rangers as a puck-mover, it would be a surprise if Gorton were to allow Yandle to play out the season and then escape for free, especially with the relative dearth of prime, ready-for-Broadway prospects in the Blueshirts' pipeline. The Rangers have already dealt their 2016 first-round draft pick to the Coyotes in last year's deadline-proximate trade that brought Yandle to New York. But, because the Blueshirts retain the option of deferring that selection exchange until 2017, Gorton can still trade this year's first-rounder, NHL deputy commissioner Bill Daly told The Post in an email exchange. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",How you Drouin? Rangers exploring market for Lightning winger
Jane ridley,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1760538173.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=ridley%2C+Jane&pub=New+York+Post&edition=&startpage=33&desc=EAT+THIS+AND+BURN+FAT+How+to+enjoy+steak%2C+eggs+and+sweets+-+and+still+shed+pounds,Pulse,"""Looking back, it was ridiculous,"" says Berland, 47, a lifelong carbohydrate addict who, at his heaviest in 2008, tipped the scales at 245 pounds. ""The good choices [Marcela Miguel Berland] was making were staring me in the face, but I was just so set in my ways."" Now, the veteran political pollster and CEO of Manhattan-based crisis-management and p.r.firmEdelman Berland has reversed the bad habits that date from his childhood. ""The appealing thing about the Fat-Burning Machine diet, from a scientific perspective, is that it emphasizes clean, balanced eating,"" writes Simsin the forward to Berland's just published book, ""Become a Fat-Burning Machine: The 12-Week Diet."" The key theory behind the diet is that certain foods-notably complex carbohydrates such as breads, potatoes and pasta, as well as sugar-laden fruits -encourage the body to store fat. Others- mainly proteins such as lean meats, nuts, egg whites and leafy vegetables and ""good"" unsaturated fats like olive oil and avocados- trigger its fat-burning ability by optimizing the production and release of insulin, the hormone that helps your body turn blood sugar (glucose) into energy. ""It's simple, but incredibly effective,""says Berland,who no longer craves the fat-storing foods he grew up loving.""With the right kind of exercise[which The Post will outline Wednesday], this diet can turn anyone into a Fat-Burning Machine."" Read on for the seven-day meal plan Berland has created for The Post, plus mouth-watering recipes and tips.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","EAT THIS AND BURN FAT How to enjoy steak, eggs and sweets - and still shed pounds"
Steve Cuozzo,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249115.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Cuozzo%2C+Steve&pub=New+York+Post&edition=&startpage=30&desc=Post+Focus+on+Commercial+Real+Estate+GroupM+expands+at+3+WTC+Agency+giant+seals+deal%2C+adds+another+170K+sq.+ft.,Business,"[Dennis Friedrich], 50, who will step down on Jan. 15, is said to have broken the news to colleagues just before the holidays. There was no word on a successor. Brookfield's rep and Friedrich both declined to comment, but a source said, ""It was amicable. He has a strong relationship with Global Office Division Chairman Ric Clark. There were no skeletons."" Friedrich seemed as cheerful as ever at the Fried, Frank holiday party in early December. But sources suggested the growing complexity of Brookfield's corporate structure made for an ""overcrowded environment,"" and Friedrich felt it was time go out on top rather than see his role diminished. Friedrich was promoted from chief operating officer of Brookfield Office Properties' US division to CEO in 2012. Brookfield Office Properties was later subsumed into Brookfield Property Partners, trading on the NYSE as BPY, which itself is a division of publicly traded Brookfield Asset Management (BAM). Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","Post Focus on Commercial Real Estate GroupM expands at 3 WTC Agency giant seals deal, adds another 170K sq. ft."
Claire Atkinson,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249883.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Atkinson%2C+Claire&pub=New+York+Post&edition=&startpage=29&desc=Magic+number+is+%2725%27,Business,"[Adele Best]'s ""25"" was the best- selling album since Usher's ""Confessions"" in 2004 and is the first album to spend its initial six weeks at the top of the charts - a feat not achieved since another British singer, Susan Boyle, released ""I Dreamed a Dream"" in 2009. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Magic number is '25'
Lisa Fickenscher,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250222.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Fickenscher%2C+Lisa&pub=New+York+Post&edition=&startpage=29&desc=Big+Burgers+Fast-food+chains%27+sales+surge+in+US,Business,"McDonald's, Wendy's and Burger King are registering increased sales as a result - improvements that are starting to get Wall Street's attention. ""The burger segment is getting better while the rest of the restaurant industry is decelerating,"" said Nomura analyst Mark Kalinowski, who upgraded both Wendy's and McDonald's on Monday to buy from neutral - and estimates that both companies' December sales were the strongest of the year.  ""This time last year, people thought McDonald's was dead and Chipotle was king,"" said Howard Penney, managing director of Hedgeye Risk Management, referring to Chipotle's recent E. coli and norovirus debacle that has decimated the former restaurant-industry darling. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Big Burgers Fast-food chains' sales surge in US
James Covert,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250288.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Covert%2C+James&pub=New+York+Post&edition=&startpage=28&desc=Vegas+gets+technical+Bendable+screens+in+forefront+of+annual+confab,Business,"""Flexibility"" also appeared to be the inspiration for Lenovo's new line of ThinkPads unveiled Monday, including one called the X1 Yoga ($1,449). The Yoga's OLED screen doesn't actually bend, but it can be folded back onto itself, effectively creating a hybrid laptop/tablet that looks like a fierce competitor for Microsoft's Surface line. Elsewhere, Re/code reported Monday that Twitter has invested in a ""connected headphone"" company called Muzik. Mind you, this isn't a massive, Apple-Beats-size deal, the tech blog notes. Rather, Twitter appears to have contributed to Muzik's $18 million in funding. Still, Musik's wireless headphones are the first hardware investment by Twitter, which appears to be thinking of them as a platform for music-sharing. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Vegas gets technical Bendable screens in forefront of annual confab
John crudele,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249276.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=crudele%2C+John&pub=New+York+Post&edition=&startpage=28&desc=Markets+may+be+Fed+up+with+Yellen%27s+rise,Business,"As I've said before, there will be some good economic news in the coming months. But if I'm right, that will largely be the result of statistical aberrations - ""noise,"" the economists call it - that are built into the government's economic models. The Asbury Park Press wasn't too impressed. ""Don't gamble with doobies,"" was its editorial. As someone who doesn't smoke the stuff, let me just say that some ""reefer madness"" and other adult forms of entertainment may be exactly what AC needs before it blows away into irrelevance. I'll tell you in a column soon what the ""or else"" should be. But I'll give you a hint now - it doesn't involve sending more troops to the Middle East or even stepping up bombing. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Markets may be Fed up with Yellen's rise
Claire Atkinson,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753248604.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Atkinson%2C+Claire&pub=New+York+Post&edition=&startpage=27&desc=%27Force%27+awakens+a+%2420M+Starz+payment,Business,"So far, ""The Force"" has taken in $740 million in North America since its Dec. 18 debut and is on track to surpass ""Avatar"" as the highest-grossing film of all time. Starz has the pay-TV rights until 2017, sources say. As it stands, Netflix will stream ""The Force Awakens"" - but only in Canada, and will air subsequent ""Star Wars"" movies in the US.  Rich Tullo, an entertainment analyst at Albert Fried & Co., believes there may still be a negotiation between Starz and Disney on pricing, but adds: ""The benefit to Starz is it's a sleepy brand and it will stir some excitement. It's like having Super Bowl to launch other programming.""  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",'Force' awakens a $20M Starz payment
Michelle Celarier,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249937.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Celarier%2C+Michelle&pub=New+York+Post&edition=&startpage=27&desc=Chinese+takeout+Slowing+Asian+growth+has+global+marts+reeling,Business,"""It's kind of a bummer,"" said Scott Clemons of Brown Brothers Harriman, who warned investors to expect more big swings in the days and months ahead - and a flat finale, much like last year's. ""The market is primed to react to the most minor developments,"" Clemons said. The bull market is close to entering its eighth year, corporate earnings growth is waning and valuations are high. ""There's not a lot left in the tank"" to spur markets higher, he said.  ""The economy is a lot more fragile than a lot of people think,"" said Cullen Roche, founder of Orcam Financial Group, who added he would be ""shocked"" if the Fed raised rates more than twice this year.  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Chinese takeout Slowing Asian growth has global marts reeling
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249135.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=24&desc=Emperor+Obama%27s+Goal%3A+Expanding+Gun+Control,OpEd,"It's such a shame President Obama resorts to blatant lies to push an agenda that only the left wants (""Executive Disorder,"" Editorial, Jan. 4).  This issue is the Republicans' sacred cow. Treading on gun rights is what leads people to think that [Obama] will take their guns away.  Second, if this is somehow legal, why didn't President Obama take the action well before now, on the repeated occasions when he expressed outrage about gun violence and advocated the need for stricter gun laws? Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Emperor Obama's Goal: Expanding Gun Control
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249652.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=24&desc=Where+No+Stamp+Has+Gone+Before,OpEd,"The four-stamp sheet marks 50 years since the USS Enterprise began its five-year mission ""to seek out new life and new civilizations."" As ""Forever"" stamps, they'll always count as First Class postage. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Where No Stamp Has Gone Before
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249869.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=24&desc=Empowering+Iran,OpEd,"When it comes to rogue Middle Eastern states, President Obama is starting to sound like Emily Litella on the old ""Saturday Night Live"": angry bombast, followed by a timid, ""Never mind."" That Obama refuses to hold Iran accountable for anything also puts the lie to his vow he'd reimpose (""snapback"") sanctions if Iran violates the nuke deal. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Empowering Iran
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249158.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=24&desc=Cold+Comfort+From+Cuomo,OpEd,"The gov's order doesn't single out the city, but Cuomo & Co. have spent weeks taking potshots at de [Blasio] for his handling of the homeless (among other things). One aide blasted the mayor for his failure to ""manage the homeless crisis"" and vowed the state would ""step in."" Even now, he claims ""temperature alone doesn't necessarily constitute"" a reason to take a person to a shelter. ""If someone's not in danger, the law says that they still have rights to make that decision themselves."" Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Cold Comfort From Cuomo
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249236.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=24&desc=Bill%27s+History+Haunting+Hillary,OpEd,"The real scandal regarding liberals' reactions to [Bill Clinton]'s sexual history isn't that some of them are hypocrites; it's the behavior of Democratic and liberal groups when it happens (""The Bill Clinton Effect,"" Carrie Lukas, PostOpinion, Jan. 2).  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Bill's History Haunting Hillary
Kenneth Garger,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753248481.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Garger%2C+Kenneth&pub=New+York+Post&edition=&startpage=22&desc=NYPD+DAILY+BLOTTER,News,"Khalil Chase (above), 18, and the other thugs punched and kicked the victim near Pitkin and Howard avenues at around 4:15 p.m. Aug. 13, 2013, according to police.  The 21-year-old victim was sitting on a southbound No. 2 train in the Flatbush Avenue station at about 5:45 a.m. Dec. 27, when the suspect (above) snatched the iPhone out of her hand and ran, according to police.  The robbers (insets) made off with the driver's wallet, which contained an undetermined amount of cash, but not before an interior surveillance camera was able to capture their images, according to authorities. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",NYPD DAILY BLOTTER
Natalie Musumeci,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249648.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Musumeci%2C+Natalie&pub=New+York+Post&edition=&startpage=21&desc=O%27S+GUN+PLAN+BARED+Targets+vendors,News,"The new moves, which will be rolled out over the next few days, are topped by action to close the ""gun-show loophole,"" in which background checks are not required for sales of weapons at shows and online.  ""This is not going to solve every violent crime in this country,"" [Obama] said after meeting with Cabinet officials. ""It will potentially save lives in this country and spare families the pain of these extraordinary losses."" Under the current law, only federally licensed gun dealers are obliged to do background checks on potential gun buyers. But gun-control advocates say that many gun sellers who sell firearms in informal settings don't register as dealers. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",O'S GUN PLAN BARED Targets vendors
David K Li,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250413.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Li%2C+David+K&pub=New+York+Post&edition=&startpage=21&desc=WEIRD+BUT+TRUE,News,"An Oakland, Calif., couple believed they rented their house via Airbnb to a low-key 40-something visiting from Chicago - but the client turned out to be an 18-year-old who threw a raging birthday bash for himself. What's the price of fossils? Montana State University officials say that's a bone-headed question. The officials say they'll comply, but warn that the dollar value encourages treasure hunters whose excavations can destroy dig sites.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",WEIRD BUT TRUE
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249322.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=21&desc=Anne%27s+beach+bump+%5BCaption+text+only%5D,News,Anne Hathaway shows off her bikini bod - along with a new baby bump - while vacationing...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Anne's beach bump [Caption text only]
Emily Saul,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250028.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Saul%2C+Emily&pub=New+York+Post&edition=&startpage=19&desc=Draft+sites+rip+AG%27s+%27smears%27,News,"Accusing state Attorney General Eric Schneiderman of ""armchair sociology"" that ""would not pass muster on a daytime talk show,"" fantasy sports companies FanDuel and DraftKings fired back Monday at his accusations that they...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Draft sites rip AG's 'smears'
"Larry Celona,Shawn Cohen,Tina Moore,Chris Perez",2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249173.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Celona%2C+Larry%7C%7C%7C%7C%7C%7CCohen%2C+Shawn%7C%7C%7C%7C%7C%7CMoore%2C+Tina%7C%7C%7C%7C%7C%7CPerez%2C+Chris&pub=New+York+Post&edition=&startpage=19&desc=%27She+Went+and+got+a+gun%27+Twisted+tale+of+girl+who+%27killed%27+mom+%26amp%3B+beau,News,"""we don't think at all this was an act of self-defense,"" said NYPD Chief of Detectives Robert Boyce. ""What she said was basically the mother was physically abusive to her in the past . . . She went and got a gun."" Her pal grabbed the gun and fired - striking the boyfriend once in the back, according to cops. Destiny then finished the job by stabbing him ""over 30 times"" said prosecutor Tziyonah Langsam at Destiny's arraignment in Brooklyn Criminal Court on Monday night. She also allegedly stabbed her mom. A source said, ""She stabbed [[Anderson Nuez]] after he was already shot,"" and alleged that Destiny plunged a knife into Nuez's neck and torso. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",'She Went and got a gun' Twisted tale of girl who 'killed' mom & beau
Kirstan Conley,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249960.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Conley%2C+Kirstan&pub=New+York+Post&edition=&startpage=19&desc=State+worker+gets+%28Face%29booked+for+%27stolen%27+computers,News,"For the better part of a year, this criminal ring used a state employee's position and access to systemically steal valuable laptop computers from taxpayers and brazenly advertise them on Facebook for sale,""...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",State worker gets (Face)booked for 'stolen' computers
Cindy Adams,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250388.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Adams%2C+Cindy&pub=New+York+Post&edition=&startpage=18&desc=Dishing+on+%27Downton%27,News,"Sporting two pairs of glasses, wide red suspenders, inhaling breakfast kipper, ""which I love but my wife won't allow because the whole house then smells of kipper,"" he said: ""America's big puff is royalty fascination and England's caste system of tradition and heritage. Also, it's unabashedly romantic. Love trouble coming, right? People hadn't had that in donkey's years. They love romance but it's unsexy."" ""I've been on a magic carpet ride but I had to develop a rhinoceros' hide. My mother-in-law said, 'I'm so hurt. I read you're moving to LA.' I told her I'm not moving anywhere! Another newspaper made an attack on my own mother, who's been dead over a dozen years. LAWYER Raoul Lionel Felder: ""I just wrote the book 'Dancers on a Dark Street.' Recently The Post reported a woman living above a luncheonette in some place called Hopewell 'wanted to die in the diner.' It's spooky. In my book, one story's of a woman living above her own diner who committed suicide by burning it down while she was inside. Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Dishing on 'Downton'
Richard Johnson,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1754536317.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Johnson%2C+Richard&pub=New+York+Post&edition=&startpage=16&desc=Quick+hits+.+.+.,Richard Johnson,"RUFUS Wainwright was at an event in Aspen, Colo., when Arcade Fire singer Win Butler needed a guitar pick.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Quick hits . . .
Richard Johnson,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1754609385.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Johnson%2C+Richard&pub=New+York+Post&edition=&startpage=16&desc=Most+wanted+man,Richard Johnson,"Meet the hot new bachelor in town: Starwood Capital's Barry Sternlicht (inset). The owner of the W Hotel chain and the Baccarat - just a few of Starwood's $44 billion-plus in assets - has separated from wife Mimi, with whom he has three children.  ""He's wildly rich, he's charming. Hostesses, divorces and widows will be scheming to sit next to him.""  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Most wanted man
Richard Johnson,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1754609606.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=Johnson%2C+Richard&pub=New+York+Post&edition=&startpage=16&desc=Mayor+jinx%3F,Richard Johnson,"As previously reported by The Post, CAU has become City Hall's patronage mill, staffed by de Blasio political operatives. One Democrat told me, ""Professional ties to de Blasio don't help - they hurt.""  Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Mayor jinx?
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249306.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=14&desc=Gigi+Hadid+steps+out+in+NYC%2C+where+she+was+seen+with...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,"Gigi Hadid steps out in NYC, where she was seen...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","Gigi Hadid steps out in NYC, where she was seen with...[Derived headline; Caption text only]"
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250358.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=14&desc=Tropical+party+central,Page Six,"OAK's latest outpost, St. Barths Beach Club, played host over the holidays to a number of celebs and VIPs hanging with owners Richie Akiva and Ronnie Madra.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Tropical party central
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753248975.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=14&desc=Kendall+Jenner+holds+on+to+her+cellphone+and+two+new...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,Kendall Jenner holds on to her cellphone...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Kendall Jenner holds on to her cellphone and two new...[Derived headline; Caption text only]
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250236.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=14&desc=Rapper%27s+tweet+tirade,Page Six,"Ciara - the singer girlfriend of Seahawks QB Russell Wilson - is starting 2016 by facing ugly claims from her very angry baby-daddy. Her ex-fianc, rapper Future, aired their dirty laundry on Twitter on Monday, which exposed a very nasty custody situation over their son, Future Zahir. ""This bitch got control problems . . .Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Rapper's tweet tirade
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249116.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=14&desc=Carmelo+clan+pizza+feast,Page Six,"Carmelo and La La Anthony opted for football at Serafina Harlem on Sunday. The Knicks star and his wife brought their son Kiyan,8, and a few other kids to the restaurant, where spies report they took over the private back screening room.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Carmelo clan pizza feast
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753249753.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=14&desc=Three%27s+company+as+Susan+Sarandon+joins+%22Still+Alice%22...%5BDerived+headline%3B+Caption+text+only%5D,Page Six,"Three's company as Susan Sarandon joins ""Still Alice"" co-stars Kristen Stewart...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.","Three's company as Susan Sarandon joins ""Still Alice""...[Derived headline; Caption text only]"
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753248561.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=13&desc=Alessandra+Ambrosio+soaks+up+the+sun+in+Brazil.+%5BAKM-GSI%5D+%5BDerived+headline%3B+Caption+text+only%5D,Page Six,Alessandra Ambrosio soaks...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,Alessandra Ambrosio soaks up the sun in Brazil. [AKM-GSI] [Derived headline; Caption text only]
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250270.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=13&desc=Teen+trauma+not+OK,Page Six,"Gloria Allred held a news conference Monday to bash OK! magazine for ""sexualizing"" a previously unidentified 14-year-old girl who came between Kylie Jenner and her rapper boyfriend, Tyga - then trotted out the minor in a publicity stunt.Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.",Teen trauma not OK
,2016-01-05,NYP,http://pqasb.pqarchiver.com/nypost/doc/1753250060.html?FMT=ABS&FMTS=ABS:FT&date=Jan+5%2C+2016&author=&pub=New+York+Post&edition=&startpage=13&desc=We+hear+.+.+.+we+hear,Page Six,THAT Katie Couric will host a Saturday class at Flywheel's Upper West Side studio to benefit...Reproduced with permission of the copyright owner. Further reproduction or distribution is prohibited without permission.,We hear . . . we hear
